dataset,repetition,seed,fold,model,train_rows,test_rows,accuracy,balanced_accuracy,precision,recall,f1,macro_f1
factors_finance,9,99,1,emotion_aware,416,106,0.5754716981132075,0.5754716981132075,0.5714285714285714,0.6037735849056604,0.5871559633027523,0.5751313797096286
factors_finance,9,99,2,text_only,418,104,0.5961538461538461,0.5961538461538461,0.6,0.5769230769230769,0.5882352941176471,0.5960044395116537
factors_finance,9,99,2,emotion_aware,418,104,0.5865384615384616,0.5865384615384615,0.5957446808510638,0.5384615384615384,0.5656565656565656,0.5855805764062645
factors_finance,9,99,3,text_only,418,104,0.5673076923076923,0.5673076923076923,0.5686274509803921,0.5576923076923077,0.5631067961165048,0.5672676837725381
factors_finance,9,99,3,emotion_aware,418,104,0.6057692307692307,0.6057692307692308,0.6170212765957447,0.5576923076923077,0.5858585858585859,0.6048558984338801
factors_finance,9,99,4,text_only,418,104,0.6730769230769231,0.6730769230769231,0.7045454545454546,0.5961538461538461,0.6458333333333334,0.6711309523809523
factors_finance,9,99,4,emotion_aware,418,104,0.6730769230769231,0.6730769230769231,0.725,0.5576923076923077,0.6304347826086957,0.6686656671664168
factors_finance,9,99,5,text_only,418,104,0.6442307692307693,0.6442307692307692,0.631578947368421,0.6923076923076923,0.6605504587155964,0.6434065424891113
factors_finance,9,99,5,emotion_aware,418,104,0.6442307692307693,0.6442307692307692,0.6470588235294118,0.6346153846153846,0.6407766990291263,0.644197873324087
factors_finance,10,110,1,text_only,416,106,0.6792452830188679,0.6792452830188679,0.7021276595744681,0.6226415094339622,0.66,0.6782142857142857
factors_finance,10,110,1,emotion_aware,416,106,0.6037735849056604,0.6037735849056604,0.6341463414634146,0.49056603773584906,0.5531914893617021,0.5986296429859358
factors_finance,10,110,2,text_only,418,104,0.5096153846153846,0.5096153846153846,0.5106382978723404,0.46153846153846156,0.48484848484848486,0.508479288295802
factors_finance,10,110,2,emotion_aware,418,104,0.5576923076923077,0.5576923076923077,0.56,0.5384615384615384,0.5490196078431373,0.557528671846097
factors_finance,10,110,3,text_only,418,104,0.6826923076923077,0.6826923076923077,0.6666666666666666,0.7307692307692307,0.6972477064220184,0.6819571865443426
factors_finance,10,110,3,emotion_aware,418,104,0.6730769230769231,0.6730769230769231,0.6956521739130435,0.6153846153846154,0.6530612244897959,0.6719851576994433
factors_finance,10,110,4,text_only,418,104,0.6923076923076923,0.6923076923076923,0.6851851851851852,0.7115384615384616,0.6981132075471698,0.6921938586755456
factors_finance,10,110,4,emotion_aware,418,104,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
factors_finance,10,110,5,text_only,418,104,0.5865384615384616,0.5865384615384616,0.6,0.5192307692307693,0.5567010309278351,0.5846568217702238
factors_finance,10,110,5,emotion_aware,418,104,0.5961538461538461,0.5961538461538461,0.5862068965517241,0.6538461538461539,0.6181818181818182,0.5948051948051948
