dataset,classifier,representation,C,affect_weight,model_variant,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,precision_mean,recall_mean,f1_mean,folds,rank_within_dataset
factors_finance,linear_svm,word,10.0,1.0,emotion_aware,0.6248799204978773,0.02734701351608942,0.6258103531688437,0.02760626459568296,0.6258103531688437,0.6283244204150555,0.6208272859216256,0.6229349117638127,15,43
factors_finance,linear_svm,word_char,10.0,0.5,emotion_aware,0.6248669036608617,0.029633773704158872,0.625858732462506,0.029721362624565532,0.625858732462506,0.6269955430966869,0.6221819061441703,0.6229059717013555,15,44
factors_finance,linear_svm,word_char,0.1,0.5,emotion_aware,0.6246824811558731,0.03496304565521506,0.6263667150459604,0.03528232413903354,0.6263667150459604,0.6375791516272095,0.596613449443638,0.6137168413997373,15,45
factors_finance,linear_svm,word_char,10.0,1.0,emotion_aware,0.6242350137116467,0.030964951666253182,0.6252298016448959,0.030970544141357213,0.6252298016448959,0.626805823448383,0.619641993226899,0.6215492063602817,15,46
factors_finance,logistic_regression,word,10.0,0.0,text_only,0.624068587615309,0.03896926681564209,0.6245041122399613,0.03883367520408676,0.6245041122399613,0.6263586324637689,0.6169327527818094,0.6209133994988715,15,47
factors_finance,linear_svm,word_char,10.0,0.25,emotion_aware,0.623755506820027,0.0299876409235606,0.624600870827286,0.03022895219279735,0.624600870827286,0.625873551081169,0.6195694242864054,0.6212378662468606,15,48
factors_finance,linear_svm,word,10.0,0.5,emotion_aware,0.6236258954776666,0.028257649336056307,0.6245283018867924,0.02855525895599368,0.6245283018867924,0.626657753748389,0.6208272859216256,0.6221505980383225,15,49
factors_finance,logistic_regression,word,10.0,1.0,emotion_aware,0.6231005298487668,0.030527379034949724,0.6239235607160135,0.03038489500570911,0.6239235607160135,0.629468890127907,0.6055152394775036,0.6160581515685551,15,50
factors_finance,linear_svm,word,1.0,1.0,emotion_aware,0.6230375436225083,0.030289553562138603,0.6238751814223512,0.03034236620940656,0.6238751814223512,0.6297762981559499,0.6067247218190615,0.6167412298585727,15,51
factors_finance,linear_svm,word,10.0,0.05,emotion_aware,0.6215786832253627,0.035828284322867665,0.6219762941461054,0.03597242104895657,0.6219762941461054,0.6247507405759589,0.6131107885824867,0.6182058285539187,15,52
factors_finance,logistic_regression,word_char,0.1,0.05,emotion_aware,0.6212915008706454,0.03974709234812969,0.6225447508466376,0.039240099052941395,0.6225447508466376,0.6260832152542456,0.6170053217223028,0.6195742540181012,15,53
factors_finance,logistic_regression,word,10.0,0.5,emotion_aware,0.6211883162291427,0.030183829593694138,0.6220125786163523,0.030154171416283865,0.6220125786163523,0.628157365461128,0.601693275278181,0.6134631225588536,15,54
factors_finance,logistic_regression,word_char,1.0,1.0,emotion_aware,0.621080025199043,0.037804793873856685,0.6225689404934688,0.03826302641265078,0.6225689404934688,0.6321874139470939,0.5966376390904693,0.6113966253331693,15,55
factors_finance,logistic_regression,word,1.0,0.0,text_only,0.620651001181073,0.05327562825425213,0.6213231736816643,0.05300418591857286,0.6213231736816642,0.6256104402202849,0.6093613933236575,0.6163977928553395,15,56
factors_finance,linear_svm,word,10.0,0.0,text_only,0.6204059141497574,0.041076869221476596,0.6206337687469763,0.041156403515459836,0.6206337687469763,0.6204174832003435,0.6219400096758587,0.6207840300769949,15,57
factors_finance,linear_svm,word,1.0,0.0,text_only,0.6201895552578148,0.03809059951701894,0.6206216739235607,0.038080168542603494,0.6206216739235607,0.6218651987587606,0.6181664247701983,0.6192670067896754,15,58
factors_finance,linear_svm,word,0.1,0.0,text_only,0.6199538901605349,0.05210091756231319,0.6206821480406386,0.05175400842807034,0.6206821480406386,0.6254113584654158,0.6067972907595549,0.614956867931915,15,59
factors_finance,linear_svm,word_char,0.1,1.0,emotion_aware,0.6190234714477884,0.04071056991568966,0.6206579583938076,0.040878529892534474,0.6206579583938076,0.6315702267386467,0.5876874697629415,0.6063941504980478,15,60
factors_finance,logistic_regression,word,0.1,0.0,text_only,0.6183684267100051,0.046415044547804415,0.6193396226415094,0.04603851393879315,0.6193396226415094,0.6276502212480284,0.5913884857281084,0.6079377922264306,15,61
factors_finance,logistic_regression,word,1.0,1.0,emotion_aware,0.6171394457095551,0.04978856693861977,0.6188316400580551,0.050271391351780395,0.6188316400580551,0.6307353336176197,0.5865021770682148,0.6051101310193847,15,62
factors_finance,logistic_regression,word_char,0.1,0.1,emotion_aware,0.6165194512070715,0.03830281688251962,0.618118045476536,0.03767452349427333,0.618118045476536,0.6263860699042259,0.5915578132559265,0.606247604926406,15,63
factors_finance,linear_svm,word,0.1,1.0,emotion_aware,0.6155821125231715,0.05022883184734311,0.617513304305757,0.05112779774396369,0.6175133043057571,0.6309336657840205,0.5839380745041123,0.6031701635433525,15,64
factors_finance,linear_svm,word_char,10.0,0.0,text_only,0.6142502031500298,0.038640178098904354,0.6156265118529269,0.037850973000322,0.6156265118529269,0.6172676360215963,0.6080793420416062,0.610566558771994,15,65
factors_finance,logistic_regression,word,0.1,0.1,emotion_aware,0.6042298415339158,0.05251908926333871,0.6054305757135946,0.051814829096945035,0.6054305757135946,0.6123608970848325,0.5749395258829221,0.5918781124732672,15,66
factors_finance,logistic_regression,word_char,0.1,0.25,emotion_aware,0.5906611138717783,0.04785840709348798,0.5919811320754716,0.047773021476695904,0.5919811320754716,0.5991136590575088,0.5582970488630866,0.5765863768407955,15,67
factors_finance,logistic_regression,word_char,0.1,0.5,emotion_aware,0.5904917326524097,0.04491486285418457,0.5919690372520561,0.04516351964792177,0.5919690372520561,0.6006487059767189,0.5583696178035801,0.5769633807059206,15,68
factors_finance,logistic_regression,word_char,0.1,1.0,emotion_aware,0.5828224898606257,0.03412341972958612,0.5843130140299951,0.03438238818666459,0.5843130140299951,0.5902955372790349,0.5634252539912917,0.5745129339624052,15,69
factors_finance,logistic_regression,word,0.1,0.5,emotion_aware,0.5766492953108034,0.04571332226319192,0.5785679729075955,0.046221440189692584,0.5785679729075955,0.5892602885684555,0.5327769714562167,0.5578529137426858,15,70
factors_finance,logistic_regression,word,0.1,1.0,emotion_aware,0.5702295412625024,0.035545070276451554,0.5716013546202225,0.03589954090317396,0.5716013546202225,0.5754455377155483,0.5570391872278665,0.5642182457095922,15,71
factors_finance,logistic_regression,word,0.1,0.25,emotion_aware,0.5672856420619198,0.05040950800182529,0.5689767779390421,0.050248947890262026,0.5689767779390421,0.5766530730804663,0.5262941461054669,0.5489874845835401,15,72
liar2_finance,linear_svm,word,0.1,0.05,emotion_aware,0.6633805116433794,0.03028943818917401,0.6635716563047983,0.030308753175497836,0.6635716563047983,0.6668709958349982,0.6542977841543122,0.6601833878686575,15,1
liar2_finance,logistic_regression,word,1.0,0.05,emotion_aware,0.6624419752290616,0.031463980813773704,0.662592858281524,0.03147929236504035,0.662592858281524,0.6651231612530737,0.6552686115096444,0.6598835037288148,15,2
liar2_finance,logistic_regression,word_char,1.0,0.05,emotion_aware,0.6612066901419958,0.026285554757998777,0.6614514586322334,0.026307651698130468,0.6614514586322334,0.6654896119222558,0.6503889685955683,0.6574267559473924,15,3
liar2_finance,logistic_regression,word_char,1.0,1.0,emotion_aware,0.6609524576033963,0.022215870292098924,0.6612976247409533,0.022018502620306746,0.6612976247409533,0.6665266280367512,0.6455125139486689,0.6553340618512565,15,4
liar2_finance,linear_svm,word,0.1,0.1,emotion_aware,0.6607046846343024,0.025847999373583463,0.6609612625538019,0.025810324238757554,0.6609612625538019,0.6660484269815002,0.6461565439183803,0.6555775047142302,15,5
liar2_finance,linear_svm,word_char,0.1,0.05,emotion_aware,0.6605684913616906,0.025837148966674398,0.6608002550613742,0.025880831881000346,0.6608002550613742,0.6649915904246329,0.6494133588394707,0.6567145003178141,15,6
